Wall time,Step,Value
1687708424.4853427,136679,4.087989807128906
1687708829.4066198,137056,3.832119941711426
1687709376.9183993,137566,4.060880184173584
1687711358.3313951,139404,3.7926900386810303
1687711410.248192,139450,3.865149974822998
1687711976.6208405,139976,3.8112199306488037
1687712056.1312423,140056,3.924459934234619
1687712812.650542,140751,3.912369966506958
1687713068.5491436,140990,3.8304200172424316
1687713320.5551386,141223,3.919569969177246
1687715129.690073,142893,3.5594899654388428
1687716567.7492063,144227,3.757280111312866
1687716637.873045,144286,3.749239921569824
1687718811.1064982,146313,3.7958099842071533
1687719226.262131,146697,3.771589994430542
1687720089.6042142,147492,3.6560800075531006
1687721298.0277102,148605,3.8729801177978516
1687721363.321522,148674,3.629300117492676
1687722452.5118082,149684,3.8439600467681885
1687723624.3546474,150759,3.7327399253845215
1687723736.6071203,150864,3.8318400382995605
1687723928.0994277,151043,3.7250900268554688
1687724025.2703068,151134,3.6967999935150146
1687724184.118266,151277,3.7765300273895264
1687725801.0037112,152767,3.8099899291992188
1687728441.116381,155190,3.932950019836426
1687728869.801982,155585,3.827159881591797
1687729016.6425805,155721,3.835629940032959
1687730020.9617307,156653,3.7395501136779785
1687730540.0496645,157131,3.8473401069641113
1687730867.8738713,157431,3.616349935531616
1687731075.2326987,157624,3.8873000144958496
1687733012.46173,159409,3.718209981918335
1687733409.6428883,159780,3.8361499309539795
1687733918.872276,160253,3.7759599685668945
1687734895.3872352,161160,3.7821199893951416
1687734930.7651963,161188,3.920289993286133
1687735124.3013241,161365,3.7343099117279053
1687735758.8195,161951,3.798029899597168
1687736548.6896336,162584,4.025889873504639
1687736767.3338032,162790,3.753890037536621
1687737323.349935,163297,3.7523300647735596
1687738754.5159006,164623,3.6926000118255615
1687739670.8785195,165464,3.678800106048584
1687739815.7063708,165598,3.764039993286133
1687740035.5315456,165801,3.685389995574951
1687741591.3969982,167235,3.7249701023101807
1687741762.853972,167397,3.6048600673675537
1687742030.2852998,167645,3.9163100719451904
1687742458.506169,168038,3.8711800575256348
1687743844.7463632,169324,3.8222899436950684
1687744096.765825,169555,3.9001200199127197
1687744541.085101,169964,3.702320098876953
1687744787.369213,170189,3.752739906311035
1687745122.9013693,170496,3.9606900215148926
1687746146.4041498,171621,3.475069999694824
1687746167.0343208,171660,3.858299970626831
1687746172.9027646,171670,3.679769992828369
1687746934.2619255,172973,3.7358601093292236
1687747003.2704177,173094,3.774480104446411
1687747274.1353288,173557,3.8258700370788574
1687747920.6107163,174648,3.843719959259033
1687749764.83699,177778,3.67684006690979
1687750005.570385,178193,3.825309991836548
1687750279.1235147,178662,3.753380060195923
1687750305.8729448,178702,3.9220199584960938
1687750598.2598462,179197,3.650670051574707
1687751262.821482,180316,3.785399913787842
1687751701.405096,181050,4.056789875030518
1687751737.3369968,181109,3.689879894256592
1687752327.9526165,182088,3.8517799377441406
1687752848.5700593,182945,3.874969959259033
1687752854.0856895,182950,3.901279926300049
1687753051.2375636,183272,3.8901400566101074
1687753246.1473482,183599,3.7114601135253906
1687753952.1674576,184746,3.668800115585327
1687754145.5797648,185059,3.9117400646209717
1687754726.9536767,186006,3.5428900718688965
1687754869.6834266,186233,3.703619956970215
1687755402.3816016,187091,3.687700033187866
1687755432.960138,187141,3.761770009994507
1687755933.2772481,187944,3.699009895324707
1687756805.2012444,189323,3.7977800369262695
1687757447.3738356,190339,3.668489933013916
1687758657.1616614,192216,3.8546299934387207
1687760215.6767201,194622,3.597320079803467
1687760660.9964764,195298,3.64874005317688
1687760727.8986564,195401,3.823359966278076
1687760872.5208774,195620,3.8165700435638428
1687761610.3632543,196727,3.6894099712371826
1687761643.13147,196777,3.8038299083709717
1687762593.8943336,198202,3.669260025024414
1687763034.9665263,198852,3.4961700439453125
1687763036.2564666,198856,3.8798398971557617
1687763326.3601902,199288,3.691230058670044
1687763954.433007,200212,3.6903998851776123
1687764767.689382,201402,3.6553499698638916
1687765127.9547238,201921,3.5304598808288574
1687768051.5930557,206111,3.445120096206665
1687768716.4502544,207051,3.5500400066375732
1687769117.8988633,207610,3.9197700023651123
1687769945.6280217,208749,3.7052199840545654
1687770080.1016896,208935,3.701550006866455
1687770845.127772,209989,3.643980026245117
1687770990.7318985,210192,3.7662100791931152
1687773129.0297177,213100,3.6482999324798584
1687773701.2277915,213868,3.7241599559783936
1687773886.7226014,214121,3.6087300777435303
1687774802.8194997,215331,3.7006800174713135
1687775275.0936375,215954,3.535789966583252
1687775328.5753136,216024,3.836859941482544
1687775347.3016922,216053,3.730370044708252
1687776749.01823,217868,3.785720109939575
1687777019.1136856,218221,3.787139892578125
1687778032.7948418,219515,3.4585399627685547
1687778303.2297661,219862,3.7095699310302734
1687778620.448134,220266,3.618350028991699
1687779070.6594725,220838,3.819309949874878
1687779413.5511773,221271,3.6351399421691895
1687781219.289242,223538,3.7788500785827637
1687782283.670579,224846,3.5261499881744385
1687782573.3388638,225205,3.479759931564331
1687783424.9005327,226248,3.584049940109253
1687783504.9193094,226346,3.7201900482177734
1687783512.2853694,226358,3.6446499824523926
1687784381.6214523,227412,3.7241499423980713
1687785017.9688342,228172,3.735599994659424
1687785360.0097146,228584,3.6712698936462402
1687785360.9554465,228587,3.5746099948883057
1687785951.0806997,229291,3.9554800987243652
1687786194.4345717,229574,3.5206398963928223
1687786760.017682,230244,3.5614700317382812
1687787429.6246274,231024,3.6649599075317383
1687788314.7126627,232061,3.4818100929260254
1687788413.698788,232175,3.7943201065063477
1687788429.3682122,232193,3.7387900352478027
1687789544.9485693,233471,3.523859977722168
1687789686.4853983,233633,3.6022000312805176
1687789838.9483438,233810,3.642590045928955
1687789950.6189508,233938,3.7874999046325684
1687790411.7013624,234459,3.5567800998687744
1687790812.956089,234918,3.779750108718872
1687790938.2104266,235060,3.5724000930786133
1687791071.5670226,235216,3.853209972381592
1687793592.4164052,238048,3.679949998855591
1687794108.2632918,238616,3.600019931793213
1687794756.8377976,239339,3.501300096511841
1687795448.1196337,240095,3.681309938430786
1687796778.3265104,241532,3.6338000297546387
1687796873.5296204,241630,3.6905100345611572
1687797283.1008172,242065,3.7746500968933105
1687797535.5796802,242342,3.6666500568389893
1687798707.8025196,243572,3.7061901092529297
1687799969.970081,244901,3.555490016937256
1687800752.2009962,245715,3.494849920272827
1687801078.2756212,246051,3.2101099491119385
1687801949.258122,246940,3.7268800735473633
1687802490.709707,247508,3.414259910583496
1687803268.4930465,248293,3.6568500995635986
1687803919.7267754,248961,3.723949909210205
1687804615.8143687,249677,3.5977799892425537
1687804957.6413994,250025,3.5144400596618652
1687805794.1395059,250870,3.4167399406433105
1687806245.4876354,251320,3.6902101039886475
1687806612.346339,251696,3.7539899349212646
1687806710.2222583,251797,3.5631000995635986
1687806981.9653296,252067,3.575429916381836
1687808360.1038013,253440,3.7776501178741455
1687809218.499158,254295,3.673949956893921
1687809344.834395,254423,3.7749900817871094
1687809522.7820919,254602,3.8342599868774414
1687809613.4519715,254691,3.38523006439209
1687810923.2163029,255996,3.4084300994873047
1687811879.1766553,256946,3.5655899047851562
1687813026.9550703,258063,3.8305599689483643
1687813175.651813,258208,3.4467198848724365
1687813318.6310613,258351,3.5318100452423096
1687813539.7167404,258569,3.4993999004364014
1687813941.9773896,258960,3.6909899711608887
1687814099.6151772,259112,3.6985700130462646
1687814109.2422051,259123,3.705739974975586
1687815221.737739,260212,3.285259962081909
1687815997.3544693,260954,3.501889944076538
1687817619.334547,262513,3.9794199466705322
1687817707.5695658,262599,3.439300060272217
1687817976.542569,262854,3.6732800006866455
1687819117.802966,263948,3.449970006942749
1687819392.9501467,264213,3.592629909515381
1687820189.7957828,264961,3.525160074234009
1687820513.6586323,265273,3.5424399375915527
1687820861.374354,265602,3.579050064086914
1687820956.8238137,265695,3.5453200340270996
1687823346.9289896,267898,3.6115200519561768
1687824187.0783727,268688,3.6277599334716797
1687824227.447912,268717,3.487989902496338
1687824813.6454597,269273,3.5905699729919434
1687825962.5851989,270342,3.6105899810791016
1687826231.5816379,270594,3.5662200450897217
1687826523.1626074,270862,3.7501399517059326
1687826727.207264,271053,3.601020097732544
1687827267.682668,271557,3.5880000591278076
1687827825.0360832,272074,3.7523300647735596
1687828115.1218572,272345,3.7455999851226807
1687828554.0865564,272752,3.5718600749969482
1687828750.7440383,272939,3.659640073776245
1687831428.066669,275403,3.759390115737915
1687831558.2897904,275527,3.5450799465179443
1687832911.6784625,276768,3.6841700077056885
1687833632.1820076,277440,3.3569700717926025
1687835034.4139197,278748,3.3689498901367188
1687835179.9978168,278880,3.5542099475860596
1687835356.298754,279049,3.5070300102233887
1687835819.9160922,279482,3.8818700313568115
1687835842.631755,279502,3.729599952697754
1687836260.8710423,279891,3.5700299739837646
1687836863.220418,280454,3.5739099979400635
1687837042.297834,280619,3.683759927749634
1687837355.147077,280905,3.4875400066375732
1687837748.3961067,281278,3.6445999145507812
1687838208.5819614,281703,3.593549966812134
1687838773.9567213,282230,3.579580068588257
1687839234.0260139,282651,3.5470099449157715
1687840369.7001302,283707,3.626230001449585
1687841010.7449899,284304,3.649019956588745
1687841641.5844367,284887,3.4075000286102295
1687842347.9910285,285538,3.5903799533843994
1687844075.1574833,287144,3.659519910812378
1687844333.4039788,287387,3.634819984436035
1687845809.7750778,288761,3.5218400955200195
1687846342.6542928,289253,3.714210033416748
1687846465.1238313,289365,3.262510061264038
1687847130.4718306,289986,3.705209970474243
1687848018.978615,290817,3.4612998962402344
1687850388.1819906,293018,3.5223000049591064
1687851250.6184943,293827,3.691190004348755
1687851446.0643215,294002,3.48895001411438
1687852953.940189,295409,3.486419916152954
1687853138.2470455,295574,3.5408599376678467
1687854538.7232406,296882,3.724210023880005
1687856138.4408412,298352,3.525909900665283
1687856201.4880536,298414,3.681030035018921
1687857019.1826482,299169,3.6029601097106934
1687857364.136986,299486,3.4544100761413574
1687858692.8064191,300715,3.5758399963378906
1687858815.3084102,300834,3.6923298835754395
1687859893.8998022,301830,3.477489948272705
1687860555.860819,302432,3.499850034713745
1687860622.7952816,302495,3.4676098823547363
1687861245.7431762,303067,3.6087698936462402
1687862275.6926677,304024,3.636960029602051
1687862555.8059042,304280,3.7026000022888184
1687863671.0025525,305305,3.840549945831299
1687864975.7110226,306507,3.3684699535369873
1687867048.1383705,308412,3.7987101078033447
1687867520.7359788,308856,3.4874300956726074
1687867691.5779436,309010,3.5517098903656006
1687868489.9784386,309748,3.4124701023101807
1687868509.6961055,309765,3.537899971008301
1687868673.6243093,309917,3.5626299381256104
1687868700.642479,309945,3.637860059738159
1687869083.9415367,310295,3.551259994506836
1687870543.295003,311640,3.7494900226593018
1687871572.580021,312588,3.6665499210357666
1687871753.419627,312756,3.6207399368286133
1687872823.173488,313737,3.3903300762176514
1687873425.239008,314292,3.7032999992370605
1687874371.7426212,315170,3.4907801151275635
1687877128.98834,317698,3.4644598960876465
1687877461.2031062,318007,3.483910083770752
1687877905.9055662,318410,3.318779945373535
1687878363.2983341,318829,3.6338698863983154
1687878667.5784929,319112,3.4342401027679443
1687879023.7105682,319436,3.7070600986480713
1687879577.6867824,319942,3.5405099391937256
1687879656.8180249,320014,3.37007999420166
1687879950.658323,320283,3.4807798862457275
1687880066.8221438,320392,3.5375499725341797
1687880567.6747916,320859,3.4718499183654785
1687880669.7981741,320956,3.707819938659668
1687881129.209669,321384,3.7847399711608887
1687882226.469882,322389,3.6060099601745605
1687882937.6321337,323050,3.5065200328826904
1687884304.0965788,324305,3.5890800952911377
1687884722.271583,324690,3.837820053100586
1687885121.5726566,325063,3.55036997795105
1687886876.8391829,326677,3.749030113220215
1687888340.7025688,328039,3.358380079269409
1687888891.796582,328544,3.710930109024048
1687888892.1084716,328545,3.6177000999450684
1687889442.1546135,329051,3.497570037841797
1687890161.06691,329711,3.6541199684143066
1687890522.0742576,330048,3.6280500888824463
1687890828.7393963,330332,3.4999399185180664
1687891521.4671311,330970,3.5400900840759277
1687892241.115071,331639,3.434540033340454
1687892580.446711,331950,3.870919942855835
1687892608.5587015,331977,3.505810022354126
1687892778.3165681,332128,3.66117000579834
1687892918.8678818,332259,3.4440999031066895
1687893416.8714824,332721,3.4862799644470215
1687893991.4564936,333258,3.5235700607299805
1687894068.1197684,333326,3.4201700687408447
1687894533.8064797,333764,3.4392600059509277
1687895276.9903023,334449,3.4663798809051514
1687895306.1561708,334478,3.398020029067993
1687897374.9873564,336384,3.57997989654541
1687897385.1882293,336393,3.714240074157715
1687897739.591571,336725,3.45917010307312
1687899876.1157875,338709,3.374890089035034
1687899910.400315,338737,3.5446300506591797
1687900076.1842372,338891,3.3601601123809814
1687903180.3981144,341762,3.3235299587249756
1687903231.0032384,341808,3.5664899349212646
1687903241.4129362,341821,3.533370018005371
1687904270.3839493,343066,3.5608599185943604
1687904320.6390626,343150,3.3530399799346924
1687905092.4305327,344504,3.5381100177764893
1687905109.2160506,344534,3.5020699501037598
1687905216.086994,344722,3.48868989944458
1687905537.9852839,345280,3.365649938583374
1687905602.9750571,345393,3.6167500019073486
1687906586.195266,347112,3.535209894180298
1687907197.5511029,348185,3.6371099948883057
1687907405.8908255,348542,3.5709099769592285
1687907628.8370845,348925,3.5418601036071777
1687907870.1508462,349355,3.203670024871826
1687909838.1699488,352561,3.4010798931121826
1687909876.7508452,352629,3.363140106201172
1687909880.219123,352634,3.349479913711548
1687910221.2155402,353206,3.4669299125671387
1687913075.6788485,357925,3.5872299671173096
1687913171.9214427,358084,3.475019931793213
1687913217.3819828,358163,3.402679920196533
1687913240.1128967,358197,3.391479969024658
1687913484.8550718,358583,3.435309886932373
1687913619.4905736,358808,3.703310012817383
1687913975.1207457,359383,3.5207901000976562
1687914221.030944,359791,3.6766200065612793
1687914643.3457322,360450,3.5043699741363525
1687914840.8754942,360775,3.4419000148773193
1687915056.948893,361122,3.3865699768066406
1687915563.5710797,361929,3.475680112838745
1687916273.4111218,363062,3.6738998889923096
1687917086.3388858,364335,3.3551199436187744
1687917365.1517901,364771,3.5914199352264404
1687917381.3403196,364799,3.6481900215148926
1687917748.3328686,365368,3.305299997329712
1687918715.7467556,366869,3.365410089492798
1687919665.4996605,368317,3.5061299800872803
1687919933.7945905,368722,3.626300096511841
1687920784.6216822,370002,3.706239938735962
1687921342.216328,370838,3.374069929122925
1687921541.0094106,371126,3.4704298973083496
1687921627.4108331,371253,3.3095600605010986
1687921668.0265129,371316,3.276979923248291
1687921949.097415,371728,3.3437399864196777
1687923372.5471725,373828,3.4507501125335693
1687923756.4777825,374388,3.7675299644470215
1687924072.4887402,374856,3.371150016784668
1687924203.2761087,375052,3.582629919052124
1687924550.2725627,375550,3.2039999961853027
1687925533.467787,376966,3.5568900108337402
1687925636.5620236,377112,3.403779983520508
1687925755.5600433,377283,3.1951398849487305
1687925822.463277,377372,3.626579999923706
1687926211.680443,377926,3.3653900623321533
1687927492.2409663,379735,3.3676300048828125
1687927560.631632,379829,3.475800037384033
1687927957.8109448,380382,3.568429946899414
1687928148.7928858,380648,3.6203699111938477
1687928873.5828352,381653,3.5482900142669678
1687929587.6400113,382636,3.3482298851013184
1687929790.556849,382912,3.562690019607544
1687929939.9930866,383121,3.5904200077056885
1687930464.8252668,383837,3.5568699836730957
1687931700.196803,385508,3.5220000743865967
1687931883.267601,385755,3.390889883041382
1687932154.9381816,386120,3.3996899127960205
1687932266.0879006,386272,3.598069906234741
1687933311.0799096,387647,3.5300700664520264
1687933360.355557,387710,3.475950002670288
1687933564.3349388,387983,3.5018301010131836
1687933649.5426414,388097,3.5300700664520264
1687934216.7441397,388839,3.5978000164031982
1687934472.3228154,389175,3.556030035018921
1687934807.6248875,389616,3.5731201171875
1687936050.1401339,391222,3.477710008621216
1687936843.62741,392244,3.560499906539917
1687937746.313299,393408,3.5293400287628174
1687938512.125503,394359,3.42972993850708
1687938950.5546222,394914,3.466409921646118
1687939496.6651149,395607,3.527290105819702
1687939846.2350407,396041,3.5324199199676514
1687940507.0963352,396860,3.7133901119232178
1687941044.651585,397511,3.5950798988342285
1687941256.780185,397771,3.3835299015045166
1687941385.4745207,397936,3.523550033569336
1687941601.9376504,398197,3.580749988555908
1687942503.6382933,399283,3.4732298851013184
1687943258.3204632,400199,3.551650047302246
1687945704.252991,403111,3.6689701080322266
1687945962.7003133,403409,3.45989990234375
1687946638.986345,404202,3.6189799308776855
1687947980.0423138,405760,3.421610116958618
1687948061.212948,405848,3.534759998321533
1687949521.043849,407518,3.3331100940704346
1687949901.8871586,407950,3.5397698879241943
1687950433.096083,408551,3.4892098903656006
1687951706.198454,409970,3.3620500564575195
1687952885.500885,411258,3.630150079727173
1687953633.1306977,412077,3.523819923400879
1687954610.571513,413146,3.470979928970337
1687955044.1036344,413611,3.388780117034912
1687956355.9836485,415017,3.414910078048706
1687956462.9725814,415137,3.361069917678833
1687956928.7748163,415637,3.4410300254821777
1687957361.459951,416106,3.61572003364563
1687958353.4990876,417163,3.450969934463501
1687958726.687803,417565,3.4315600395202637
1687958951.190043,417801,3.5795400142669678
1687958958.803868,417809,3.443700075149536
1687959431.5253701,418312,3.4682700634002686
1687960248.9267716,419188,3.464449882507324
1687960887.8814297,419869,3.406559944152832
1687961510.556271,420525,3.394010066986084
1687962420.845049,421498,3.718709945678711
1687962458.0963452,421532,3.6250998973846436
1687963383.6589189,422507,3.4692699909210205
1687964308.3660836,423468,3.5366499423980713
1687964579.4121845,423753,3.4653398990631104
1687965821.631783,425032,3.5637800693511963
1687965827.9799564,425037,3.6482698917388916
1687966386.2444792,425619,3.5933899879455566
1687967237.1975586,426499,3.675420045852661
1687967312.4613721,426576,3.460469961166382
1687967782.5674872,427057,3.3255200386047363
1687968198.890101,427487,3.5635199546813965
1687968880.6127465,428173,3.307499885559082
1687968960.2767575,428260,3.687849998474121
1687969274.2994034,428575,3.3566598892211914
1687970754.8964417,430077,3.542180061340332
1687970812.9968174,430132,3.5769400596618652
1687970873.5254388,430196,3.3682498931884766
1687971405.2968457,430732,3.373460054397583
1687972745.909642,432073,3.461479902267456
1687972947.397655,432271,3.4922399520874023
1687975616.6308277,434911,3.556879997253418
1687976243.897793,435523,3.3673899173736572
1687976349.6433287,435630,3.329900026321411
1687976394.7446792,435672,3.2372000217437744
1687976951.5350077,436211,3.61503005027771
1687979098.1872134,438309,3.4593799114227295
1687979632.1470551,438826,3.383699893951416
1687981971.7894711,441080,3.1759700775146484
1687982823.623397,441890,3.5542099475860596
1687983209.7750356,442251,3.4062299728393555
1687983251.8001583,442290,3.5304698944091797
1687983516.2346735,442537,3.3226699829101562
1687983618.306848,442637,3.4248499870300293
1687984058.445327,443055,3.243690013885498
1687984835.6445131,443786,3.376739978790283
1687984891.7947319,443840,3.732379913330078
1687985992.907767,444876,3.523560047149658
1687986508.2735047,445352,3.26488995552063
1687988799.7025626,447504,3.7243099212646484
1687989746.44636,448395,3.450050115585327
1687990015.6785803,448641,3.4747400283813477
1687990396.7459795,448998,3.2940099239349365
1687990635.0223951,449222,3.324090003967285
1687990860.0009263,449432,3.5605099201202393
1687991925.3424613,450433,3.66907000541687
1687991961.8029666,450466,3.1819100379943848
1687993529.5984724,451927,3.401560068130493
1687993878.3739479,452253,3.535979986190796
1687994190.896251,452549,3.4804699420928955
1687994761.1640923,453074,3.724900007247925
1687994927.5259502,453235,3.79761004447937
1687995770.3603256,454020,3.4672598838806152
1687996177.0405626,454399,3.397429943084717
1687997540.6894937,455676,3.696969985961914
1687999415.6091685,457417,3.2784900665283203
1688000524.112664,458450,3.5566699504852295
1688000580.272147,458503,3.587280035018921
1688002161.7564442,459982,3.3751800060272217
1688002582.0118747,460367,3.4574999809265137
1688003269.483465,461005,3.7368500232696533
1688003612.9163654,461322,3.2670300006866455
1688003976.564149,461664,3.3361799716949463
1688004844.0328827,462471,3.3683199882507324
1688005772.0343475,463334,3.521519899368286
1688007052.6141098,464524,3.610610008239746
